842,1632.323853,12567.62295,200,FIELD
843,1689.265314,12627.12953,200,FIELD
844,1327.611101,12973.19409,200,FIELD
845,1779.480008,12757.85961,200,FIELD
846,1795.229571,12790.9093,200,FIELD
847,2156.724696,12618.64172,200,FIELD
848,1936.656619,12953.19349,200,FIELD
849,1968.172176,12973.92292,200,FIELD
850,1748.48452,13308.39476,200,FIELD
851,2138.496685,13218.81468,200,FIELD
852,2157.619792,13302.07253,200,FIELD
853,2401.377396,13246.08498,200,FIELD
854,2329.098818,13485.51802,200,FIELD
855,2435.694409,13517.69645,200,FIELD
856,2146.580098,14475.42862,200,FIELD
857,2529.386624,13551.14665,200,FIELD
858,2780.255236,13655.048,200,FIELD
859,2397.448711,14579.32997,200,FIELD
860,3028.244524,13802.84131,200,FIELD
861,3793.707046,14424.67982,200,FIELD
862,3604.130139,14657.47953,200,FIELD
863,3897.164276,14722.79496,200,FIELD
864,3823.867304,15051.63787,200,FIELD
865,3433.155122,14964.55063,200,FIELD
866,3664.240855,15291.41387,200,FIELD
867,3591.350352,15342.94599,200,FIELD
868,3764.664652,15588.09342,200,FIELD
869,3746.822121,15887.78786,200,FIELD
870,3758.717142,15687.99157,200,FIELD
871,3934.873686,15592.97094,200,FIELD
872,3889.971686,15509.72816,200,FIELD
873,4110.167367,15390.95237,200,FIELD
874,3911.10249,15239.40369,200,FIELD
875,3970.836916,15160.94028,200,FIELD
876,3413.455261,14736.60399,200,FIELD
877,4049.894336,15029.31699,200,FIELD
878,4171.570951,14764.75836,200,FIELD
879,4489.790488,14911.11487,200,FIELD
880,4458.748266,14562.23053,200,FIELD
881,4551.033157,14554.01942,200,FIELD
882,4528.860142,14304.81632,200,FIELD
883,4687.038328,14110.9775,200,FIELD
884,4528.478174,13981.58774,200,FIELD
885,4749.927635,13710.2134,200,FIELD
886,4766.31811,13360.33449,200,FIELD
887,5013.422589,13371.91038,200,FIELD
888,5040.912595,12771.93767,200,FIELD
889,5483.261966,13178.20111,200,FIELD
890,5623.449937,13025.56109,200,FIELD
891,6286.973994,13634.95624,200,FIELD
892,6823.357894,12911.13379,200,FIELD
